name,position,minutes,points,date
Abdel Nader,F,20,14,2021-03-13
Jae Crowder,F,17,2,2021-03-13
Cameron Payne,G,15,9,2021-03-13
E'Twaun Moore,G,9,8,2021-03-13
Jevon Carter,G,5,3,2021-03-13
Cameron Johnson,F,0,0,2021-03-13
T. Alexander,G,0,0,2021-03-13
L. Galloway,G,0,0,2021-03-13
Jalen Smith,F-C,0,0,2021-03-13
K. Porzingis,F-C,28,25,2021-03-13
Maxi Kleber,F,31,8,2021-03-13
Josh Richardson,G,35,20,2021-03-13
Luka Doncic,F-G,32,21,2021-03-13
D. Finney-Smith,F,27,11,2021-03-13
Jalen Brunson,G,25,12,2021-03-13
Tim Hardaway,G-F,23,8,2021-03-13
Dwight Powell,F-C,19,6,2021-03-13
Trey Burke,G,12,5,2021-03-13
Josh Green,G,2,0,2021-03-13
Tyler Bey,F,1,0,2021-03-13
Nate Hinton,G-F,0,0,2021-03-13
James Johnson,F,0,0,2021-03-13
Tyrell Terry,G,0,0,2021-03-13
B. Marjanovic,C,0,0,2021-03-13
W. Cauley-Stein,C,0,0,2021-03-13
Wes Iwundu,F,0,0,2021-03-13
Nikola Jokic,C,36,26,2021-03-13
Will Barton,G,36,23,2021-03-13
Michael Porter,F,23,23,2021-03-13
Jamal Murray,G,35,10,2021-03-13
Paul Millsap,F,22,5,2021-03-13
F. Campazzo,G,26,0,2021-03-13
PJ Dozier,G-F,23,5,2021-03-13
JaMychal Green,F-C,18,5,2021-03-13
Vlatko Cancar,F,6,0,2021-03-13
Zeke Nnaji,F-C,4,0,2021-03-13
Markus Howard,G,2,3,2021-03-13
G. Whittington,F,2,0,2021-03-13
Bol Bol,C-F,2,3,2021-03-13
R.J. Hampton,G,0,0,2021-03-13
Monte Morris,G,0,0,2021-03-13
Gary Harris,G,0,0,2021-03-13
I. Hartenstein,C-F,0,0,2021-03-13
T. Thompson,C-F,18,8,2021-03-14
Daniel Theis,F-C,6,0,2021-03-14
Kemba Walker,G,26,16,2021-03-14
Jayson Tatum,F-G,28,23,2021-03-14
Jaylen Brown,G-F,26,24,2021-03-14
Semi Ojeleye,F,22,9,2021-03-14
Robert Williams,C-F,19,16,2021-03-14
Marcus Smart,G,18,5,2021-03-14
Jeff Teague,G,14,3,2021-03-14
P. Pritchard,G,13,9,2021-03-14
Carsen Edwards,G,12,6,2021-03-14
Tacko Fall,C,9,6,2021-03-14
Aaron Nesmith,G-F,9,3,2021-03-14
Grant Williams,F,8,6,2021-03-14
Javonte Green,G-F,6,0,2021-03-14
Romeo Langford,G-F,0,0,2021-03-14
Tremont Waters,G,0,0,2021-03-14
Justin Patton,C,23,7,2021-03-14
Sterling Brown,G-F,28,7,2021-03-14
Victor Oladipo,G,31,26,2021-03-14
Kevin Porter,G-F,30,11,2021-03-14
Jae'Sean Tate,F,25,9,2021-03-14
Kenyon Martin,F,30,21,2021-03-14
Ben McLemore,G,19,9,2021-03-14
Anthony Lamb,F,19,0,2021-03-14
David Nwaba,G-F,18,3,2021-03-14
Mason Jones,G,12,14,2021-03-14
P.J. Tucker,F,0,0,2021-03-14
Dante Exum,G,0,0,2021-03-14
Danuel House,F-G,0,0,2021-03-14
Rodions Kurucs,F,0,0,2021-03-14
Christian Wood,F,0,0,2021-03-14
Eric Gordon,G,0,0,2021-03-14
John Wall,G,0,0,2021-03-14
Enes Kanter,C,26,4,2021-03-14
Derrick Jones,F,19,0,2021-03-14
R. Covington,F,38,19,2021-03-14
Gary Trent,G-F,33,21,2021-03-14
Damian Lillard,G,37,38,2021-03-14
Carmelo Anthony,F,29,16,2021-03-14
Rodney Hood,G-F,24,5,2021-03-14
Nassir Little,F-G,19,4,2021-03-14
Anfernee Simons,G,11,5,2021-03-14
CJ McCollum,G,0,0,2021-03-14
Zach Collins,F-C,0,0,2021-03-14
Jusuf Nurkic,C,0,0,2021-03-14
Harry Giles,F-C,0,0,2021-03-14
Keljin Blevins,G,0,0,2021-03-14
CJ Elleby,F-G,0,0,2021-03-14
K. Towns,C-F,40,13,2021-03-14
Anthony Edwards,G,36,34,2021-03-14
Jake Layman,F,20,5,2021-03-14
J. Vanderbilt,F,22,12,2021-03-14
Ricky Rubio,G,29,15,2021-03-14
Jaylen Nowell,G,24,14,2021-03-14
Josh Okogie,G,24,10,2021-03-14
J. Hernangomez,F,22,5,2021-03-14
Naz Reid,C-F,18,6,2021-03-14
J. McLaughlin,G,0,0,2021-03-14
Jarrett Culver,G-F,0,0,2021-03-14
D. Russell,G,0,0,2021-03-14
Jaden McDaniels,F,0,0,2021-03-14
Malik Beasley,G,0,0,2021-03-14
Ed Davis,C-F,0,0,2021-03-14
Serge Ibaka,F,8,0,2021-03-14
Reggie Jackson,G,24,18,2021-03-14
Paul George,F,23,15,2021-03-14
Kawhi Leonard,F,29,23,2021-03-14
Nicolas Batum,G-F,19,6,2021-03-14
Terance Mann,G-F,27,7,2021-03-14
Luke Kennard,G,19,15,2021-03-14
Marcus Morris,F,19,0,2021-03-14
P. Patterson,F,18,7,2021-03-14
Ivica Zubac,C,13,3,2021-03-14
Lou Williams,G,13,6,2021-03-14
Amir Coffey,G-F,12,13,2021-03-14
Daniel Oturu,C,12,2,2021-03-14
Jay Scrubb,G,0,0,2021-03-14
M. Kabengele,F-C,0,0,2021-03-14
P. Beverley,G,0,0,2021-03-14
Steven Adams,C,19,9,2021-03-14
Lonzo Ball,G,30,20,2021-03-14
Zion Williamson,F,32,27,2021-03-14
Brandon Ingram,F,26,23,2021-03-14
Eric Bledsoe,G,25,7,2021-03-14
Kira Lewis,G,27,13,2021-03-14
Josh Hart,G,26,13,2021-03-14
Jaxson Hayes,C-F,24,17,2021-03-14
Nicolo Melli,F,6,2,2021-03-14
S. Thornwell,G,6,0,2021-03-14
N. Alexander-Walker,G,5,2,2021-03-14
W. Hernangomez,C-F,4,0,2021-03-14
Naji Marshall,F,4,2,2021-03-14
JJ Redick,G,0,0,2021-03-14
Wenyen Gabriel,F,0,0,2021-03-14
Will Magnay,C,0,0,2021-03-14
Aron Baynes,C-F,17,6,2021-03-14
Kyle Lowry,G,36,20,2021-03-14
Terence Davis,G,22,6,2021-03-14
Stanley Johnson,F-G,14,2,2021-03-14
Norman Powell,G,37,32,2021-03-14
Paul Watson,G,27,3,2021-03-14
Chris Boucher,F-C,26,17,2021-03-14
Henry Ellenson,F-C,20,6,2021-03-14
DeAndre' Bembry,G-F,15,0,2021-03-14
Matt Thomas,G,9,3,2021-03-14
Yuta Watanabe,G-F,7,0,2021-03-14
Jalen Harris,G,4,0,2021-03-14
Pascal Siakam,F,0,0,2021-03-14
Fred VanVleet,G,0,0,2021-03-14
OG Anunoby,F,0,0,2021-03-14
Patrick McCaw,G,0,0,2021-03-14
Malachi Flynn,G,0,0,2021-03-14
Thaddeus Young,F,22,10,2021-03-14
P. Williams,F,26,23,2021-03-14
T. Satoransky,G,25,10,2021-03-14
Zach LaVine,G-F,33,15,2021-03-14
Lauri Markkanen,F-C,32,13,2021-03-14
Coby White,G,27,13,2021-03-14
Otto Porter,F,21,11,2021-03-14
D. Valentine,G,19,11,2021-03-14
Wendell Carter,C-F,18,12,2021-03-14
R. Arcidiacono,G,11,0,2021-03-14
Luke Kornet,F-C,1,0,2021-03-14
Devon Dotson,G,0,0,2021-03-14
Garrett Temple,G-F,0,0,2021-03-14
Adam Mokoka,G,0,0,2021-03-14
C. Felicio,F-C,0,0,2021-03-14
C. Hutchison,F-G,0,0,2021-03-14
Daniel Gafford,F-C,0,0,2021-03-14
J. Valanciunas,C,29,16,2021-03-14
Dillon Brooks,G-F,31,19,2021-03-14
Desmond Bane,G,22,7,2021-03-14
Ja Morant,G,34,22,2021-03-14
Kyle Anderson,F-G,23,13,2021-03-14
Brandon Clarke,F-G,25,10,2021-03-14
Justise Winslow,F-G,23,7,2021-03-14
D. Melton,G,18,13,2021-03-14
Xavier Tillman,F,16,5,2021-03-14
Tyus Jones,G,13,10,2021-03-14
Jaren Jackson,F-C,0,0,2021-03-14
John Konchar,G,0,0,2021-03-14
Sean McDermott,F,0,0,2021-03-14
Jontay Porter,C-F,0,0,2021-03-14
Gorgui Dieng,C,0,0,2021-03-14
Killian Tillie,F-C,0,0,2021-03-14
Grayson Allen,G,0,0,2021-03-14
Moses Brown,C,24,13,2021-03-14
Justin Jackson,F,21,4,2021-03-14
Ty Jerome,G-F,29,12,2021-03-14
S. Gilgeous-Alexander,G-F,34,30,2021-03-14
A. Pokusevski,C,39,23,2021-03-14
Isaiah Roby,F,33,10,2021-03-14
K. Williams,G-F,25,17,2021-03-14
Darius Miller,F,20,11,2021-03-14
Mike Muscala,F-C,12,8,2021-03-14
Trevor Ariza,F,0,0,2021-03-14
Svi Mykhailiuk,G-F,0,0,2021-03-14
Luguentz Dort,G,0,0,2021-03-14
Darius Bazley,F-G,0,0,2021-03-14
Josh Hall,F,0,0,2021-03-14
Al Horford,C-F,0,0,2021-03-14
Theo Maledon,G,0,0,2021-03-14
George Hill,G,0,0,2021-03-14
Rudy Gobert,C,32,24,2021-03-14
Mike Conley,G,31,23,2021-03-14
Royce O'Neale,F,30,3,2021-03-14
D. Mitchell,G,35,24,2021-03-14
B. Bogdanovic,F,26,9,2021-03-14
Joe Ingles,F-G,30,8,2021-03-14
Jordan Clarkson,G,24,21,2021-03-14
Derrick Favors,F,15,4,2021-03-14
Georges Niang,F,12,3,2021-03-14
Udoka Azubuike,C-F,0,0,2021-03-14
Juwan Morgan,F,0,0,2021-03-14
Miye Oni,G-F,0,0,2021-03-14
Ersan Ilyasova,F,0,0,2021-03-14
Elijah Hughes,G,0,0,2021-03-14
Trent Forrest,G,0,0,2021-03-14
J. Brantley,F,0,0,2021-03-14
Kevon Looney,F,10,2,2021-03-14
Stephen Curry,G,35,32,2021-03-14
Draymond Green,F,35,11,2021-03-14
Kelly Oubre,F-G,30,7,2021-03-14
Andrew Wiggins,F,37,28,2021-03-14
James Wiseman,C,23,16,2021-03-14
Jordan Poole,G,21,18,2021-03-14
Nico Mannion,G,12,5,2021-03-14
Eric Paschall,F,11,9,2021-03-14
Kent Bazemore,G-F,10,3,2021-03-14
J. Toscano-Anderson,F,10,0,2021-03-14
Klay Thompson,G,0,0,2021-03-14
Marquese Chriss,F,0,0,2021-03-14
Brad Wanamaker,G,0,0,2021-03-14
Damion Lee,G-F,0,0,2021-03-14
Alen Smailagic,F,0,0,2021-03-14
Mychal Mulder,G,0,0,2021-03-14
Jakob Poeltl,C,24,7,2021-03-14
Trey Lyles,F,14,0,2021-03-14
Keldon Johnson,F-G,24,10,2021-03-14
Derrick White,G,25,17,2021-03-14
Dejounte Murray,G,22,14,2021-03-14
Drew Eubanks,F-C,23,17,2021-03-14
Tre Jones,G,16,8,2021-03-14
Luka Samanic,F,16,7,2021-03-14
Lonnie Walker,G-F,15,15,2021-03-14
Rudy Gay,F-G,13,0,2021-03-14
Patty Mills,G,13,2,2021-03-14
Devin Vassell,G-F,11,0,2021-03-14
Q. Weatherspoon,G,10,2,2021-03-14
K. Bates-Diop,F,7,0,2021-03-14
L. Aldridge,C-F,0,0,2021-03-14
DeMar DeRozan,G-F,0,0,2021-03-14
Tony Bradley,C-F,20,4,2021-03-14
Seth Curry,G,26,21,2021-03-14
Ben Simmons,G-F,26,14,2021-03-14
Tobias Harris,F,28,23,2021-03-14
Danny Green,G,22,16,2021-03-14
Dwight Howard,C-F,19,8,2021-03-14
M. Thybulle,G-F,16,10,2021-03-14
Furkan Korkmaz,G-F,15,16,2021-03-14
Shake Milton,G-F,14,4,2021-03-14
Mike Scott,F,13,4,2021-03-14
Tyrese Maxey,G,8,5,2021-03-14
Vincent Poirier,C-F,7,2,2021-03-14
Isaiah Joe,G,7,5,2021-03-14
T. Ferguson,G,6,0,2021-03-14
Paul Reed,F,6,2,2021-03-14
Joel Embiid,C-F,0,0,2021-03-14
Rayjon Tucker,G,0,0,2021-03-14
Kelly Olynyk,F-C,34,18,2021-03-14
Kendrick Nunn,G,18,3,2021-03-14
Duncan Robinson,F,35,14,2021-03-14
Jimmy Butler,F,36,29,2021-03-14
KZ Okpala,F-G,22,8,2021-03-14
Tyler Herro,G,29,22,2021-03-14
Andre Iguodala,F-G,25,3,2021-03-14
Goran Dragic,G,24,3,2021-03-14
P. Achiuwa,F,11,2,2021-03-14
Chris Silva,F,1,0,2021-03-14
Meyers Leonard,F-C,0,0,2021-03-14
Bam Adebayo,C-F,0,0,2021-03-14
Avery Bradley,G,0,0,2021-03-14
Max Strus,G-F,0,0,2021-03-14
Udonis Haslem,F,0,0,2021-03-14
Gabe Vincent,G,0,0,2021-03-14
M. Harkless,F-G,0,0,2021-03-14
Nikola Vucevic,C,38,38,2021-03-14
Al-Farouq Aminu,F,25,2,2021-03-14
M. Carter-Williams,G,33,9,2021-03-14
Dwayne Bacon,G-F,31,9,2021-03-14
Chuma Okeke,F,21,3,2021-03-14
Terrence Ross,G-F,33,31,2021-03-14
Chasson Randle,G,23,4,2021-03-14
Khem Birch,C,12,0,2021-03-14
Gary Clark,F,9,0,2021-03-14
Mo Bamba,C,9,1,2021-03-14
Cole Anthony,G,0,0,2021-03-14
Markelle Fultz,G,0,0,2021-03-14
Aaron Gordon,F,0,0,2021-03-14
James Ennis,F,0,0,2021-03-14
Jonathan Isaac,F,0,0,2021-03-14
Evan Fournier,G-F,0,0,2021-03-14
Karim Mane,G,0,0,2021-03-14
Jarrett Allen,C,28,9,2021-03-14
Collin Sexton,G,28,15,2021-03-14
Isaac Okoro,F-G,24,6,2021-03-14
Kevin Love,F-C,1,0,2021-03-14
Darius Garland,G,29,11,2021-03-14
Cedi Osman,F,26,10,2021-03-14
Larry Nance,F-C,25,4,2021-03-14
Quinn Cook,G,18,5,2021-03-14
Dylan Windler,G-F,16,6,2021-03-14
Dean Wade,F-C,15,0,2021-03-14
JaVale McGee,C-F,14,10,2021-03-14
Brodric Thomas,G,5,6,2021-03-14
Lamar Stevens,F,5,0,2021-03-14
M. Dellavedova,G,0,0,2021-03-14
Taurean Prince,F,0,0,2021-03-14
Andre Drummond,C,0,0,2021-03-14
Damyean Dotson,G,0,0,2021-03-14
D. Gallinari,F,28,20,2021-03-14
John Collins,F-C,31,22,2021-03-14
Tony Snell,G,20,0,2021-03-14
Trae Young,G,27,14,2021-03-14
Kevin Huerter,G-F,26,12,2021-03-14
B. Bogdanovic,G,25,12,2021-03-14
Solomon Hill,F,24,0,2021-03-14
Nathan Knight,F-C,22,16,2021-03-14
Rajon Rondo,G,16,2,2021-03-14
Bruno Fernando,F-C,7,0,2021-03-14
Skylar Mays,G,3,0,2021-03-14
Brandon Goodwin,G,3,2,2021-03-14
Onyeka Okongwu,F-C,0,0,2021-03-14
Clint Capela,C,0,0,2021-03-14
De'Andre Hunter,F-G,0,0,2021-03-14
Cam Reddish,F-G,0,0,2021-03-14
Kris Dunn,G,0,0,2021-03-14
Brook Lopez,C,32,22,2021-03-15
Khris Middleton,F,34,23,2021-03-15
D. DiVincenzo,G,33,12,2021-03-15
Jrue Holiday,G,32,15,2021-03-15
G. Antetokounmpo,F,35,31,2021-03-15
Pat Connaughton,G,29,2,2021-03-15
Bobby Portis,F,15,13,2021-03-15
Bryn Forbes,G,13,10,2021-03-15
D.J. Augustin,G,13,5,2021-03-15
Axel Toupane,G-F,0,0,2021-03-15
T. Antetokounmpo,F,0,0,2021-03-15
Sam Merrill,G,0,0,2021-03-15
D.J. Wilson,F,0,0,2021-03-15
Jordan Nwora,F,0,0,2021-03-15
Mamadi Diakite,F,0,0,2021-03-15
Torrey Craig,F,0,0,2021-03-15
Alex Len,C,17,3,2021-03-15
Bradley Beal,G,41,37,2021-03-15
G. Mathews,G,20,6,2021-03-15
R. Westbrook,G,38,23,2021-03-15
Rui Hachimura,F,36,22,2021-03-15
Deni Avdija,F,31,11,2021-03-15
Davis Bertans,F,23,9,2021-03-15
Raul Neto,G,19,6,2021-03-15
Robin Lopez,C,8,5,2021-03-15
Cassius Winston,G,1,0,2021-03-15
Ish Smith,G,0,0,2021-03-15
Thomas Bryant,C-F,0,0,2021-03-15
Isaac Bonga,G,0,0,2021-03-15
Moritz Wagner,F-C,0,0,2021-03-15
Anthony Gill,F,0,0,2021-03-15
Troy Brown,G-F,0,0,2021-03-15
Jerome Robinson,G,0,0,2021-03-15
Richaun Holmes,F,40,17,2021-03-15
Buddy Hield,G,36,23,2021-03-15
Harrison Barnes,F,36,13,2021-03-15
Marvin Bagley,F,15,12,2021-03-15
De'Aaron Fox,G,37,29,2021-03-15
T. Haliburton,G,28,4,2021-03-15
Cory Joseph,G,21,6,2021-03-15
Nemanja Bjelica,F,16,9,2021-03-15
Justin James,G-F,3,3,2021-03-15
Jabari Parker,F,2,0,2021-03-15
H. Whiteside,C,0,0,2021-03-15
Robert Woodard,F,0,0,2021-03-15
Chimezie Metu,F-C,0,0,2021-03-15
Jahmi'us Ramsey,G,0,0,2021-03-15
Kyle Guy,G,0,0,2021-03-15
DaQuan Jeffries,G-F,0,0,2021-03-15
Cody Zeller,F-C,18,3,2021-03-15
Gordon Hayward,F,36,25,2021-03-15
P.J. Washington,F,25,10,2021-03-15
Terry Rozier,G,33,26,2021-03-15
LaMelo Ball,G,25,16,2021-03-15
Miles Bridges,F,27,10,2021-03-15
Devonte' Graham,G,21,12,2021-03-15
Bismack Biyombo,C,20,6,2021-03-15
Cody Martin,F,15,9,2021-03-15
Malik Monk,G,14,5,2021-03-15
Grant Riller,G,0,0,2021-03-15
Nick Richards,C,0,0,2021-03-15
Caleb Martin,F,0,0,2021-03-15
Vernon Carey,F-C,0,0,2021-03-15
Jalen McDaniels,F-C,0,0,2021-03-15
Nate Darling,G,0,0,2021-03-15
Nerlens Noel,C-F,19,0,2021-03-15
RJ Barrett,F-G,35,23,2021-03-15
Julius Randle,F-C,41,33,2021-03-15
I. Quickley,G,33,21,2021-03-15
Reggie Bullock,G-F,42,19,2021-03-15
Alec Burks,G,24,12,2021-03-15
Taj Gibson,F,23,4,2021-03-15
Frank Ntilikina,G,16,0,2021-03-15
Obi Toppin,F,3,0,2021-03-15
Derrick Rose,G,0,0,2021-03-15
M. Robinson,C-F,0,0,2021-03-15
Elfrid Payton,G,0,0,2021-03-15
Austin Rivers,G,0,0,2021-03-15
Kevin Knox,F,0,0,2021-03-15
Jared Harper,G,0,0,2021-03-15
I. Brazdeikis,F,0,0,2021-03-15
Theo Pinson,G-F,0,0,2021-03-15
DeAndre Jordan,C,30,8,2021-03-15
Jeff Green,F,34,20,2021-03-15
Kyrie Irving,G,36,34,2021-03-15
James Harden,G,39,21,2021-03-15
Joe Harris,G-F,34,13,2021-03-15
Landry Shamet,G,23,3,2021-03-15
Tyler Johnson,G,16,6,2021-03-15
Nicolas Claxton,F-C,16,6,2021-03-15
Bruce Brown,G-F,6,6,2021-03-15
T. Luwawu-Cabarrot,G-F,1,0,2021-03-15
Blake Griffin,F,0,0,2021-03-15
S. Dinwiddie,G,0,0,2021-03-15
Kevin Durant,F,0,0,2021-03-15
Reggie Perry,F-C,0,0,2021-03-15
Chris Chiozza,G,0,0,2021-03-15
Jakob Poeltl,C,25,14,2021-03-15
Dejounte Murray,G,33,19,2021-03-15
Lonnie Walker,G-F,28,11,2021-03-15
Keldon Johnson,F-G,31,9,2021-03-15
Derrick White,G,24,9,2021-03-15
Drew Eubanks,F-C,22,8,2021-03-15
Patty Mills,G,22,14,2021-03-15
Devin Vassell,G-F,21,13,2021-03-15
Rudy Gay,F-G,20,10,2021-03-15
Tre Jones,G,4,2,2021-03-15
Q. Weatherspoon,G,3,0,2021-03-15
Luka Samanic,F,3,0,2021-03-15
L. Aldridge,C-F,0,0,2021-03-15
K. Bates-Diop,F,0,0,2021-03-15
DeMar DeRozan,G-F,0,0,2021-03-15
Trey Lyles,F,0,0,2021-03-15
Mason Plumlee,F-C,23,9,2021-03-15
Jerami Grant,F,26,14,2021-03-15
Rodney McGruder,G,24,13,2021-03-15
Saddiq Bey,F,26,7,2021-03-15
Delon Wright,G,31,8,2021-03-15
Josh Jackson,G-F,26,15,2021-03-15
Isaiah Stewart,F-C,24,10,2021-03-15
Saben Lee,G,20,8,2021-03-15
Frank Jackson,G,18,10,2021-03-15
Sekou Doumbouya,F,14,5,2021-03-15
D. Sirvydis,F-G,3,0,2021-03-15
Jahlil Okafor,C-F,0,0,2021-03-15
Killian Hayes,G,0,0,2021-03-15
Wayne Ellington,G,0,0,2021-03-15
Hamidou Diallo,G,0,0,2021-03-15
Dennis Smith,G,0,0,2021-03-15
Ivica Zubac,C,34,15,2021-03-15
Kawhi Leonard,F,40,22,2021-03-15
Paul George,F,37,15,2021-03-15
Reggie Jackson,G,25,12,2021-03-15
Marcus Morris,F,30,14,2021-03-15
Nicolas Batum,G-F,25,12,2021-03-15
Lou Williams,G,24,14,2021-03-15
Terance Mann,G-F,13,0,2021-03-15
P. Patterson,F,6,5,2021-03-15
Amir Coffey,G-F,0,0,2021-03-15
Jay Scrubb,G,0,0,2021-03-15
Serge Ibaka,F,0,0,2021-03-15
M. Kabengele,F-C,0,0,2021-03-15
Daniel Oturu,C,0,0,2021-03-15
P. Beverley,G,0,0,2021-03-15
Luke Kennard,G,0,0,2021-03-15
K. Porzingis,F-C,31,22,2021-03-15
D. Finney-Smith,F,26,8,2021-03-15
Josh Richardson,G,30,6,2021-03-15
Maxi Kleber,F,35,3,2021-03-15
Luka Doncic,F-G,38,25,2021-03-15
Tim Hardaway,G-F,30,21,2021-03-15
Jalen Brunson,G,23,8,2021-03-15
W. Cauley-Stein,C,16,6,2021-03-15
Trey Burke,G,6,0,2021-03-15
Dwight Powell,F-C,0,0,2021-03-15
James Johnson,F,0,0,2021-03-15
Tyrell Terry,G,0,0,2021-03-15
Nate Hinton,G-F,0,0,2021-03-15
Tyler Bey,F,0,0,2021-03-15
Wes Iwundu,F,0,0,2021-03-15
Josh Green,G,0,0,2021-03-15
B. Marjanovic,C,0,0,2021-03-15
Myles Turner,C-F,30,8,2021-03-15
Malcolm Brogdon,G,33,24,2021-03-15
Caris LeVert,G,29,17,2021-03-15
Justin Holiday,F-G,32,19,2021-03-15
D. Sabonis,F-C,30,10,2021-03-15
T.J. McConnell,G,19,2,2021-03-15
Doug McDermott,F,19,12,2021-03-15
Aaron Holiday,G,18,6,2021-03-15
Edmond Sumner,G,13,3,2021-03-15
Goga Bitadze,C-F,9,3,2021-03-15
Cassius Stanley,G,1,2,2021-03-15
Brian Bowen,F-G,1,0,2021-03-15
Kelan Martin,F,1,0,2021-03-15
Jeremy Lamb,G-F,0,0,2021-03-15
T.J. Warren,F,0,0,2021-03-15
Jalen Lecque,G,0,0,2021-03-15
JaKarr Sampson,F,0,0,2021-03-15
Nikola Jokic,C,34,32,2021-03-15
Paul Millsap,F,24,6,2021-03-15
Will Barton,G,38,20,2021-03-15
Michael Porter,F,30,20,2021-03-15
Jamal Murray,G,36,16,2021-03-15
PJ Dozier,G-F,24,9,2021-03-15
F. Campazzo,G,21,0,2021-03-15
JaMychal Green,F-C,17,16,2021-03-15
I. Hartenstein,C-F,4,0,2021-03-15
G. Whittington,F,1,0,2021-03-15
Bol Bol,C-F,1,0,2021-03-15
Markus Howard,G,1,0,2021-03-15
Vlatko Cancar,F,1,0,2021-03-15
Zeke Nnaji,F-C,1,2,2021-03-15
R.J. Hampton,G,0,0,2021-03-15
Monte Morris,G,0,0,2021-03-15
Gary Harris,G,0,0,2021-03-15
J. Valanciunas,C,26,24,2021-03-15
Dillon Brooks,G-F,29,13,2021-03-15
Kyle Anderson,F-G,28,9,2021-03-15
Ja Morant,G,28,15,2021-03-15
Desmond Bane,G,22,0,2021-03-15
Grayson Allen,G,23,15,2021-03-15
Brandon Clarke,F-G,19,4,2021-03-15
D. Melton,G,18,2,2021-03-15
Tyus Jones,G,15,7,2021-03-15
Xavier Tillman,F,11,4,2021-03-15
Sean McDermott,F,5,2,2021-03-15
John Konchar,G,5,3,2021-03-15
Jontay Porter,C-F,3,0,2021-03-15
Killian Tillie,F-C,3,1,2021-03-15
Jaren Jackson,F-C,0,0,2021-03-15
Justise Winslow,F-G,0,0,2021-03-15
Gorgui Dieng,C,0,0,2021-03-15
Deandre Ayton,C,28,15,2021-03-15
Mikal Bridges,F,26,7,2021-03-15
Chris Paul,G,28,18,2021-03-15
Jae Crowder,F,28,14,2021-03-15
Devin Booker,G,30,27,2021-03-15
Cameron Payne,G,23,13,2021-03-15
L. Galloway,G,21,6,2021-03-15
Dario Saric,F-C,20,7,2021-03-15
Jevon Carter,G,17,8,2021-03-15
Frank Kaminsky,F-C,10,4,2021-03-15
Jalen Smith,F-C,4,3,2021-03-15
Cameron Johnson,F,0,0,2021-03-15
Abdel Nader,F,0,0,2021-03-15
T. Alexander,G,0,0,2021-03-15
E'Twaun Moore,G,0,0,2021-03-15
Damian Jones,C,21,8,2021-03-15
K. Caldwell-Pope,G,20,14,2021-03-15
Dennis Schroder,G,27,6,2021-03-15
LeBron James,F,30,22,2021-03-15
Markieff Morris,F,15,7,2021-03-15
Kyle Kuzma,F,28,17,2021-03-15
T. Horton-Tucker,G,28,18,2021-03-15
M. Harrell,F-C,25,27,2021-03-15
Wesley Matthews,G,23,3,2021-03-15
A. McKinnie,F,12,2,2021-03-15
Devontae Cacok,F,5,4,2021-03-15
Marc Gasol,C,0,0,2021-03-15
K. Antetokounmpo,F,0,0,2021-03-15
Jared Dudley,F,0,0,2021-03-15
Alex Caruso,G,0,0,2021-03-15
Anthony Davis,F-C,0,0,2021-03-15
Kevon Looney,F,11,0,2021-03-15
Stephen Curry,G,29,27,2021-03-15
Draymond Green,F,29,2,2021-03-15
Kelly Oubre,F-G,28,12,2021-03-15
Andrew Wiggins,F,27,15,2021-03-15
James Wiseman,C,27,7,2021-03-15
Jordan Poole,G,20,14,2021-03-15
Eric Paschall,F,18,5,2021-03-15
Nico Mannion,G,18,10,2021-03-15
Kent Bazemore,G-F,14,0,2021-03-15
Damion Lee,G-F,7,3,2021-03-15
Alen Smailagic,F,3,2,2021-03-15
J. Toscano-Anderson,F,3,0,2021-03-15
Klay Thompson,G,0,0,2021-03-15
Marquese Chriss,F,0,0,2021-03-15
Mychal Mulder,G,0,0,2021-03-15
Brad Wanamaker,G,0,0,2021-03-15
Rudy Gobert,C,33,16,2021-03-16
Mike Conley,G,32,17,2021-03-16
Royce O'Neale,F,27,6,2021-03-16
B. Bogdanovic,F,28,12,2021-03-16
D. Mitchell,G,33,21,2021-03-16
Jordan Clarkson,G,30,20,2021-03-16
Joe Ingles,F-G,25,14,2021-03-16
Georges Niang,F,14,5,2021-03-16
Derrick Favors,F,14,6,2021-03-16
Udoka Azubuike,C-F,0,0,2021-03-16
Juwan Morgan,F,0,0,2021-03-16
Miye Oni,G-F,0,0,2021-03-16
Trent Forrest,G,0,0,2021-03-16
Ersan Ilyasova,F,0,0,2021-03-16
J. Brantley,F,0,0,2021-03-16
Elijah Hughes,G,0,0,2021-03-16
Daniel Theis,F-C,26,15,2021-03-16
Jaylen Brown,G-F,38,28,2021-03-16
Kemba Walker,G,33,16,2021-03-16
Semi Ojeleye,F,19,0,2021-03-16
Jayson Tatum,F-G,36,29,2021-03-16
Marcus Smart,G,24,5,2021-03-16
Robert Williams,C-F,21,14,2021-03-16
Grant Williams,F,17,2,2021-03-16
P. Pritchard,G,11,0,2021-03-16
Jeff Teague,G,9,0,2021-03-16
T. Thompson,C-F,0,0,2021-03-16
Romeo Langford,G-F,0,0,2021-03-16
Aaron Nesmith,G-F,0,0,2021-03-16
Tacko Fall,C,0,0,2021-03-16
Javonte Green,G-F,0,0,2021-03-16
Tremont Waters,G,0,0,2021-03-16
Carsen Edwards,G,0,0,2021-03-16
Moses Brown,C,29,20,2021-03-16
A. Pokusevski,C,29,4,2021-03-16
